pagination,comp_name,comp_role,comp_exp,comp_loc,comp_desc,mskills,cmp_skills
https://www.naukri.com/jobs-in-maharashtra-2077,Siemens Limited, Software    Engineering,1-3 Yrs,Pune,Enhance and maintain the existing submit pipeline framework componentsGraduate or Postg...,Technical,"Technical,Project,LeadAgile,JavaScript,Programmingjenkins,PHP,Engineering,DesignSDLC"
https://www.naukri.com/jobs-in-maharashtra-5354,Takshashila Consulting,Takshashila Consulting - Business Associate/Senior Associate,2-7 Yrs,"Noida, Mumbai",A glimpse into what you might be required to do in our engagement- Proactively gather t...,-,"Root,Cause,AnalysisPresentation,SkillsWindows,OfficeManagement,ConsultingStrategy,ConsultingConsulting,-,TelecomProcess,ImprovementResearch"
https://www.naukri.com/jobs-in-maharashtra-3181,PPFAS ASSET MANAGEMENT PRIVATE LIMITED,Manager - HR,6-8 Yrs,Mumbai Suburban,6+ years of relevant experience and qualificationsProven working experience in the HR Dept,L,"Performance,Appraisal,SystemSelection,ProcessRecruitmentGrievance,HandlingLabor,L,AWS,Training,NeedsHr,MetricsHuman,Resource,Management"
https://www.naukri.com/jobs-in-maharashtra-660,Freelancer Varsha Abhijeet Kakde,Associate QA Engineer -manual Automation Testing,0-1 Yrs,Pune,You will work with a team to define 0-2 years of QA / testing experienceExperience and ...,-,"AIXSolarisHP,-,UXUNIXLinuxIT,SkillsTestingTest,Engineering"
https://www.naukri.com/jobs-in-maharashtra-4483,Fluidscapes Consultants Pvt. Ltd.,Live Coverage Broadcast ( LCB ) Manager,4-9 Yrs,Mumbai,Hands on experience on any Task Management  Software    like Asana and Wrike,Marketing,"Personal,AssistantProduct,ManagerSocial,MediaDi,GIT,al,Marketing,HeadTravel,ManagementProject,ManagerContent,WriterExternal,Communications"
https://www.naukri.com/jobs-in-maharashtra-3541,Hector & Streak Consulting Pvt. Ltd,Manager Senior Manager - Institutional Sales/ International,4-9 Yrs,Mumbai,The person will be responsible for driving international business growth through instit...,Marketing,"Marketing,executivedistributorscustomer,profilingmarket,researchBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-5359,Serving Skill,Product Marketer - Sales Enablement - SaaS,2-4 Yrs,Mumbai,Graduation - Any GraduateRequirements: - MBA with 2-4 years of experience in B2B / Tech...,Marketing,"B2BSaaS,SalesIT,Product,SalesB2B,SalesIT,SalesSaaS,Marketing"
https://www.naukri.com/jobs-in-maharashtra-4603,Apex Drug House,Sr. Executive Regulatory Affairs (Finished Formulation):,3-7 Yrs,Mumbai,Sr. Executive Regulatory Affairs (Finished Formulation): Graduate Post Graduate (B Phar...,method,"Senior,ExecutivePharmaFormulationProcess,validationBodiesRegulatory,affairsAnalytical,method,validation"
https://www.naukri.com/jobs-in-maharashtra-4875,WILLPOWER CONSULTANTS,Urgent Hiring For Agency Manager,4-9 Yrs,"Nagpur, Nasik/Nashik, Jabalpur, Pune, Moradabad, Agra",Graduation Compulsory AGE 25 TO 40 Yrs Min Exp : 3years in any Sales but Field Sales Un...,Marketing,"Marketing,ExecutiveArea,sales,managerarea,salesregional,salesInsurance,SalescrossChannel,SalesB2B,Sales"
https://www.naukri.com/jobs-in-maharashtra-1191,People Alliance Workforce Private Limited,CAD Operator & Line Quality Control Officer - Garments Industry,0-5 Yrs,"Thane, Bhiwadi, Mumbai (All Areas)",Primary aim was to check the finished garments as per the required parameters of the cu...,di,"Grading,PatternDesign,PatternsApparel,IndustryCADObject,Oriented,DesignGarments,QualityMarker,MakingPattern,di,GIT,izing"
https://www.naukri.com/jobs-in-maharashtra-4337,TG Connect Media Services,Performance  Marketing     Manager,3-8 Yrs,Mumbai,Education : Minimum Graduate (BMS /EnggMust have experience working with an agency Havi...,"Marketing,Marketing,Marketing,Marketing","Social,media,Marketing,Data,Analysis,Analytical,Marketing,campaigns,Marketing,operationsSEMDi,GIT,al,Marketing,Operations"
https://www.naukri.com/jobs-in-maharashtra-3169,Business-standard.com,SEO Executive / SEO Officers / SEO Manager,2-3 Yrs,Mumbai,Perform keyword research in line with the business objectives to optimize existing cont...,Marketing,"Marketing,Mobile,sitesWordTrackerSEOAPPSkeywordtoolsinternet"
https://www.naukri.com/jobs-in-maharashtra-22,Marriott International,Front Office Executive,0-2 Yrs,Pune,Count and secure bank at beginning and end of shift,Office,"SupervisorLoss,preventionFront,Office,ExecutiveQuality,standardsSafety,trainingAccountingBillingManual"
https://www.naukri.com/jobs-in-maharashtra-1527,CITIZENCREDIT CO-OPERATIVE BANK LTD,Branch Heads,4-5 Yrs,"Nasik/Nashik, Pune, Mumbai (All Areas)","Experience in a PSU Bank / Co-operative Bank at a Managerial / Branch Head Level, inclu...",Marketing,"PCost,EffectiveMarket,ShareSales,StrategyNew,Business,Marketing"
https://www.naukri.com/jobs-in-maharashtra-3291,Accenture,Team Lead/Consultant-Di GIT  al  Marketing    ,7-11 Yrs,Mumbai,Skill required: Di GIT  al  Marketing     - Video Content Production & Delivery Designation: Te...,"Marketing,Marketing","Display,advertisingManaged,servicesWork,managementAdobe,Premiere,Proadobe,creative,suiteConsulting,Marketing,operationsDi,GIT,al,Marketing"
https://www.naukri.com/jobs-in-maharashtra-5415,Menschen Consulting,Manager – Ecommerce & Di GIT  al  Marketing    ,6-11 Yrs,Mumbai,"Responsible for managing growth on the e-commerce platforms like Amazon, Flipkart, and ...",Marketing,"SalesSellingBrand,ManagementCorrective,ActionE-commerceDi,GIT,al,Marketing,Brand,CommunicationCompetitive,Analysis"
https://www.naukri.com/jobs-in-maharashtra-1359,Teleperformance,Teleperformance || International Voice Process || Malad,1-5 Yrs,Mumbai,24 / 7 Shifts Graduate freshers can apply for this position Hiring freshers & Experienc...,Shift,"BPOvoiceCustomer,ServiceBpo,Customer,ServiceInternational,Call,CenterUS,ShiftVoice,ProcessUK,Shift"
https://www.naukri.com/jobs-in-maharashtra-5322,Million Minds Management Services Limited,Business Development Manager,3-8 Yrs,"Mumbai, Mahabaleshwar",Must have experience of B2B SalesGood experience of client generation & lead generation,Lead,"Lead,GenerationClient,AcquisitionB2B,SalesBusiness,Development,ManagementCorporate,Sales"
https://www.naukri.com/jobs-in-maharashtra-2645,KASHVI CONSULTANT, Marketing     Executive,2-7 Yrs,Pune, Marketing     Executive - Pune Position -  Marketing     Executive Industry - Agriculture Experi...,Marketing,"Marketing,executivedistributorscustomer,profilingsales,strategymarket,researchBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-915,Infogain India (P) Ltd.,"Senior Consultant, Development",8-11 Yrs,Pune,Assess requirements for new and enhanced functionalities identify the impact on existin...,-,"Object,-,Oriented,PrinciplesprogrammingSQL,ServerEntity,FrameworkService,Oriented,ArchitecturecommunicationpresentationPatterns"
https://www.naukri.com/jobs-in-maharashtra-2007,ayiruS HR Services,Application Lead,8-9 Yrs,Pune,"We need the person should match our CTC, notice period, skills, startup check Should be...",Lead,"IT,servicesHibernateelixirTDDApplication,programmingConsultingtest,driven,developmentApplication,Lead"
https://www.naukri.com/jobs-in-maharashtra-192,WGBL, Marketing     Executive,0-2 Yrs,Pune,Should posses proofreading techniques Applicant must possess skills to produce very hig...,Marketing,"Cold,callingSalesExecutive,Sales,&,Marketing,NetworkingSocial,Media,ExecutiveTime,managementRelationship,buildingSocial,media"
https://www.naukri.com/jobs-in-maharashtra-201,MediFee.com,Di GIT  al Marketer [SEO / SEM / Social],0-2 Yrs,"Pune, not specified",Di GIT  al Marketer [SEO / SEM / Social] No . of Openings Job Description Perform search e...,"Com,Marketing","Com,GIT,EmailSocial,mediaContentSEMSEODi,GIT,al,Marketing"
https://www.naukri.com/jobs-in-maharashtra-1635,EXCELVANA PVT. LTD,python development For Wipro,6-10 Yrs,"Pune, Bangalore/Bengaluru, Mumbai (All Areas)",At least 5yr of experience in python development in Linux environment,and,"IT,SkillsPython,AWS,GolangKibanaGrafana.RocksDBUI,and,API,automation,infrastructure"
https://www.naukri.com/jobs-in-maharashtra-1561,"Epiq Systems, Inc.",Operations Analyst I,4-8 Yrs,Pune,"Bachelor s degree or final year student, preferably in computer / technical or legal fi...",Office,"Unix,Data,Analysis,Document,reviewAnalyticalData,qualityManager,Quality,ControlWindowsMS,Office"
https://www.naukri.com/jobs-in-maharashtra-2001,V P Placement,Di GIT  al  Marketing     Executive,2-5 Yrs,Pune,Job Description We have urgent requirement for Di GIT  al  Marketing     executive profile at H...,Marketing,"SMMSMOSEODi,GIT,al,Marketing,ExecutiveOff-page,optimization"
https://www.naukri.com/jobs-in-maharashtra-225,TRUVISORY GLOBAL SERVICES PVT. LTD,Business Development Executive,0-1 Yrs,Pune(Kalyani Nagar +6),Office Timings: 2 PM to 11:30 PM (ONLY MALE CANDIDATES)Good communication skills,"Marketing,Marketing","communicationCommunication,SkillsPressure,HandlingLead,GenerationConvincing,PowerOnline,Marketing,Email,Marketing,Business,Development"
https://www.naukri.com/jobs-in-maharashtra-3593,HyreFox Consultants Pvt Ltd,AGM -  Marketing    ,10-15 Yrs,Sangli,Capable to lead / in charge independently the  Marketing     team of Medium High Voltage Ele...,Marketing,"AgmEpcElectricalHigh,Voltage,Marketing"
https://www.naukri.com/jobs-in-maharashtra-2187,LegalRaj Consultants Services Pvt Ltd, Marketing    ,2-4 Yrs,Pune,"Responsibilities and Duties : Selling our products to corporates, Meeting clients in pe...",Marketing,"Client,meetingCorporateCustomer,supportManagement,Marketing,strategyMonitoring"
https://www.naukri.com/jobs-in-maharashtra-4529,mycitynagpur,Sales Executives,1-5 Yrs,Nagpur,Candidate should have minimum 1 year of experience . Salary : No bar for right candidate.,Marketing,"Marketing,Salesdistributorscustomer,profilingsales,strategymarket,researchBusiness,Development"
https://www.naukri.com/jobs-in-maharashtra-2735,mycitypune, Marketing     Officer,5-10 Yrs,Pune,Candidate should be graduate with 5 years of experience in the same field. Should have ...,Marketing,"distributorsproduct,developmentsales,strategymarket,researchBusiness,Development,Marketing"
https://www.naukri.com/jobs-in-maharashtra-408,Milestone Job Consultancy Services, Marketing     Representative,0-3 Yrs,"Mumbai, Panvel, Navi Mumbai",requirement as also sharing the product knowledge collaborating with the Technologist w...,Marketing,"ConsultingConsultantPaint,Marketing"
https://www.naukri.com/jobs-in-maharashtra-2025,Rayna Group Pvt. Ltd.,Affiliate  Marketing     Manager,2-4 Yrs,Pune(Balewadi Phata),Excellent web etiquette as well as strong online and offline social skills are required...,"Marketing,Marketing","Mass,CommunicationSalesPromotions,Marketing,ManagementEventsAffiliate,Marketing,CampaignsSenior,Management"
https://www.naukri.com/jobs-in-maharashtra-3093,iMz Media Solutions,Business Development Executive,1-2 Yrs,Mumbai,"Must be extrovert, outgoing, and proactive approach;Preferred but not required- Di GIT  al...","di,Marketing,Marketing","di,GIT,al,Marketing,relationship,buildingpre,salesenglishsocial,media,Marketing,proactivetravelseo"
https://www.naukri.com/jobs-in-maharashtra-2271,Skoda Auto India Pvt Ltd,Grade: Assistant Manager /  Manager,7-12 Yrs,Pune,"Prototype body construction preferredMS Office, English B. German level 2 preferredExpe...",Office,"CATIAPilotQuality,improvementUsagePrototypeGermanLabourMS,Office"
https://www.naukri.com/jobs-in-maharashtra-5133,SKM JOBS,Ed Tech Sales/Sal 3.3L+/Pan India/Btech Fresher/Loc:Bangalore,1-3 Yrs,"Navi Mumbai, Pune, Mumbai (All Areas)",ED Tech Sales BTECH FRESHERS CAN APPLY Excellent Com Skills & Good Technical knowledge(...,Marketing,"BPOBDCInside,SalesShowroomCareer,Counselling,Marketing,TourismSales"
https://www.naukri.com/jobs-in-maharashtra-1989,SILVERLEAF,"Business Development Manager, Pune",4-9 Yrs,Pune,Responsibilities Responsible for developing and identifying new franchise network acros...,Marketing,"Senior,managementBusiness,Development,ManagerNew,market,development,Marketing,planningReport,preparationStoresFranchiseForecasting"
https://www.naukri.com/jobs-in-maharashtra-3983,PRISM MANPOWER SERVICES,Sr Security Engineer,4-6 Yrs,Mumbai,"Respected Candidates, We have a job opening for the post of Sr Security Engineer at IT ...",Technical,"Technical,product,configurationc++Cdesign,MySQL,JavaScript,integration,PHP,HTML"
https://www.naukri.com/jobs-in-maharashtra-1545,Cosmo Foundation,English Faculty,2-5 Yrs,Remote,"Able to work efficiently with  Software    like MS Office-word, PPT, Excel, Kinemaster, Can...","and,skills","relationship,building,and,networking,skillsProgram,ownershipCommunication,skillLanguage,teaching,skills"
https://www.naukri.com/jobs-in-maharashtra-5051,Fuji Technical Services Pvt. Ltd.,Project Incharge,10-15 Yrs,Mumbai,Minimum 10 years of experience Piping/ Structural Work and Heavy equipment erection wor...,equipment,"PipingPower,plantHeavy,equipment,erectionProject,Incharge"
https://www.naukri.com/jobs-in-maharashtra-453,Prodapt,Salesforce Tester,3-8 Yrs,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Job Description Roles and ResponsibilitiesDevelop automated scripts to drive applicatio...,-,"SpockAutomation,testingJunitCucumberobject,-,oriented,programmingverbalBDDdebugging"
https://www.naukri.com/jobs-in-maharashtra-5353,SS Consultancy,E commerce Logistics Operation Manager,4-7 Yrs,Mumbai,The candidate must have a proven record of handling any Amazon-related issue and have a...,"and,and","Supply,chainEcommerce,OperationImportVendor,Development,and,ManagementInventory,ManagementWarehouse,Management,and,OperationAmazon,Seller,Central,experienceLogistic"
https://www.naukri.com/jobs-in-maharashtra-1347,RepairEasy,Sales,1-5 Yrs,Pune,Looking out for smart people who are passionate about Sales. Freshers with a fresh mind...,Marketing,"Marketing,executiveSalesdistributorscustomer,profilingsales,strategymarket,researchBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-4009,Jetfleet Pvt. Ltd.,Manager Sales,4-9 Yrs,"Mumbai, Gurgaon","2 Manager Sales Location: Mumbai, Gurgaon Experience: 4yrs+ experience in car rental/ c...",Marketing,"Marketing,executivedistributorscustomer,profilingsales,strategymarket,researchBusiness,Developmentsales,executive"
https://www.naukri.com/jobs-in-maharashtra-4677,First Solution,Business Development Manager - CASA Sales - Bank,1-6 Yrs,"Thane, Navi Mumbai, Mumbai (All Areas)",Generate new business for the bank in accordance with defined targets for business deve...,Marketing,"bankRetail,SalesCASABfsiNBFCswipe,machingsales,&,Marketing,Insurance"
https://www.naukri.com/jobs-in-maharashtra-1101,CINDREBAY SCHOOL OF FASHION & INTERIOR DESIGN,Administration and Operations,5-10 Yrs,"Kochi, Kannur, Nagpur, Kozhikode, Coimbatore, Bengaluru, Trivandrum, thodupuzha",Graduate / Post Graduate Should have the ability to work independently and as part of a...,Marketing,"AdministrationHR,administrationHR,ExecutiveExecutiveBillingBack,office,Marketing,promotionsOffice,administration"
https://www.naukri.com/jobs-in-maharashtra-5506,PRILIKA HR SOLUTION AND CONSULTANCY SERVICES,Sales Engineer,1-2 Yrs,Aurangabad,Candidate should be from electrical background. should have 1-2 Years experience in ind...,Marketing,"SalesElectronicsBusiness,DevelopmentElectricals,Marketing"
https://www.naukri.com/jobs-in-maharashtra-5296,Zodiac  HR Consultants (I) Pvt Ltd.,Vm Ware Admin ID Mum,3-7 Yrs,Mumbai,Roles and Responsibilities Administration of VMware Virtual Infrastructure. ( ESXi Serv...,-,"MultipathingVRAVMware,Virtual,InfrastructurevSphere,Cluster,featuressv,-,MotionVRLIvCenter,ServersManagement"
https://www.naukri.com/jobs-in-maharashtra-1377,Teleperformance,Teleperformance || International Voice Process || Malad,1-5 Yrs,"Mumbai Suburban, Mumbai (All Areas)",24 / 7 Shifts Graduate & HSC Freshers can apply for this position Hiring freshers & Exp...,Shift,"BPOvoiceCustomer,ServiceBpo,Customer,ServiceInternational,Call,CenterUS,ShiftVoice,ProcessUK,Shift"
https://www.naukri.com/jobs-in-maharashtra-678,Gravity Consultants,Sales Executive,0-2 Yrs,"Pune, Sangli, Satara",Communicate with target audiences and build and develop customer relationships. Help wi...,"Marketing,Marketing,Marketing","Retail,SalesSalesIndustrial,SalesDistributor,SalesBusiness,Development,Marketing,ExecutiveIndustrial,Marketing,Marketing"
https://www.naukri.com/jobs-in-maharashtra-1939,futurism technologies,Technical Client Relationship Manager..(3 To 4 year)...Female only,3-4 Yrs,Pune,"3.Experience is requirement gathering, creating technical documents such as SRS, sow, d...",Marketing,"revenue,generationclient,relationship,managementit,Marketing,project,managementkey,account,managementsalesclient,retention"
https://www.naukri.com/jobs-in-maharashtra-5442,Unnati,Agile(Scrum Master) Project Manager | B2B Saas For cybersecurity,3-6 Yrs,Mumbai,"Roles and Responsibilities To get transparent and quick status update, apply on:https:/...",Microsoft,"OTT,development,CSS,Microsoft,Teams,GIT,HubProductJS,HTML,IOS"
